0.998080,0.999277,0.000000,
0.998091,0.999277,15875954507084001028799192697681721389754989198684073691317335149208565765714482331114280592962703649903186615904887451507455762921482007969831901046141428957292481800792304932773555147464708114671652877352701688884913030780952023929660261498360676250975993856.000000,
0.998087,0.999277,0.000000,
0.998093,0.999277,-0.000000,
0.998133,0.999277,-15201273093805538745745430496927707140087349248.000000,
0.998189,0.999277,2.412112,
0.998189,0.999277,0.000000,
0.998259,0.999277,-0.000000,
0.998151,0.999277,-0.000000,
0.997943,0.999277,-809.508187,
0.997939,0.999277,-17.269533,
0.997935,0.999277,-14823240973908246080817200334140873001896149189956639494832301113267210856314175488.000000,
0.997935,0.999277,-0.000000,
0.997859,0.999277,327938830202464201673214921486927683496574477636922434860931610128307825012086956518744511592263199385619130692064362627416217247561292047248272070880869742365881034092382405997740089597641713283664792577772095201874888562725531949383934874909637892780881074092270862467072.000000,
0.997846,0.999277,12554203504925274668145038758285884803965659746133751103488.000000,
0.998039,0.999277,2050710887004152029844715866798807247816202244595701312877350862136745965504962710211647167588217568085034016005471144882419763035287873469875451857706140961828997306781139992576.000000,
0.998039,0.999277,-0.000000,
0.998081,0.999277,0.000000,
0.998502,0.999277,-8588539172537250601453670152500944854836651117675423814400049596609612443322169167970304.000000,
0.998524,0.999277,0.000000,
0.998574,0.999277,-8979466071063206064355489737681367084004798919344128.000000,
0.998574,0.999277,-350126999410238363489506678241318928864128057305145741808811600327207029829726709656555376219275620353564995500213877823569061394183402184558770179391150876549125891155155863511841087035472968373082444671381206394101676817212283193302111009256636310542895259958610952607295149530682228081759631664067117056.000000,
0.998761,0.999277,0.000000,
0.999174,0.999277,0.000000,
0.999174,0.999277,0.000000,
0.999428,0.999277,62045873775291710781690535148367350008134542809958771448394441164018484886505413408760549463282926550515712.000000,
0.999473,0.999277,680564930902124291646450346234373734400.000000,
0.999535,0.999277,-0.000000,
0.999627,0.999277,-0.000000,
0.999627,0.999277,6095872.485291,
0.999711,0.999277,-0.000000,
1.000458,0.999277,-0.000000,
1.000542,0.999277,14932639328110597111808.000000,
1.000542,0.999277,0.000000,
1.000613,0.999277,-1728537637342656381426654899910573341559361944000602200456847245980714524138960798791582157365051392.000000,
1.000662,0.999277,-3268882.568772,
1.000609,0.999277,0.000000,
1.000609,0.999277,0.000000,
1.000506,0.999277,0.000000,
1.000504,0.999277,0.000000,
1.000493,0.999277,-654505399544636013789851152302783181043051141122819911993965739258317406745178020434499682540141308130252050550460098859459252158653566820292867364468463787945106270138687783852815941632.000000,
1.000493,0.999277,822755706913692748609558022194200462661378545806125557964865536.000000,
1.000464,0.999277,0.000000,
1.000511,0.999277,25522444914065385502485673378753284625659582027794707644416.000000,
1.000531,0.999277,-27777813923233697713125071395546330401766703060499402634911858721296823606910278278911284859408848667348477011532003206773034285612065570132939521792618549641120873440392525913078614403202846515911707485605617119158685795758808153010551473861687436071623469947425649310293173658486247179517449197516989923328.000000,
1.000531,0.999277,0.000000,
1.000567,0.999277,1275928139016818816671192351569514598847919706603520.000000,
1.000605,0.999277,88827286273911626035340633948643573017998777239408470144264319684397205316775789242923402507709355752785413534664507613542449127343687556741286431275016941484847570113808690902194100694129950009554163000069680915696560066131916849229594624.000000,
1.000524,0.999277,94616758528884438936617873127854400876739101769869193184728991891706510184339019505720271863600040944396938907079338672624949215438371279003227021949116555889627572936618176199532949845983446149416547642265509641864158887542784.000000,
1.000524,0.999277,-0.000000,
1.000560,0.999327,303090174580426241919454575298932551744647523360586810261504.000000,
1.000565,0.999376,-0.000000,
1.000572,0.999423,-0.000000,
1.000572,0.999468,-0.000000,
1.000944,0.999526,-0.000000,
