57239.280010,57236.772580,57234.950715,
57238.680363,57236.772580,57234.950715,
57236.123545,57236.772580,57234.950715,
57236.123545,57236.772580,57234.950715,
57233.655437,57236.772580,57234.950715,
57232.563613,57235.369591,57234.950715,
57232.563613,57234.434265,57234.950715,
57230.615595,57233.161375,57234.950715,
57225.236322,57230.519691,57232.791961,
57225.236322,57228.758568,57231.112930,
57221.519882,57226.345672,57228.981142,
57214.802170,57222.497838,57225.830259,
57214.802170,57219.932616,57223.379573,
57208.480308,57216.115180,57220.068625,
57200.733384,57210.987915,57215.771905,
57191.925274,57204.633701,57210.472653,
57191.925274,57200.397559,57206.351014,
57186.961788,57195.918968,57202.042297,
57182.513613,57191.450517,57197.702589,
57182.513613,57188.471549,57194.327261,
57167.646089,57181.529729,57188.398112,
57188.348837,57183.802765,57188.387162,
57188.348837,57185.318122,57188.378645,
57188.169004,57186.268416,57188.332058,
57191.389937,57187.975590,57189.011587,
57191.389937,57189.113706,57189.540109,
57190.982017,57189.736476,57189.860533,
57201.270504,57193.581152,57192.396082,
57201.270504,57196.144269,57194.368176,
57202.394507,57198.227682,57196.151805,
57203.494857,57199.983407,57197.783594,
57203.494857,57201.153890,57199.052764,
57209.949750,57204.085844,57201.474316,
57213.778837,57207.316842,57204.208654,
57213.778837,57209.470840,57206.335362,
57226.457016,57215.132899,57210.806840,
57233.999324,57221.421707,57215.960726,
57235.475257,57226.106224,57220.297288,
57235.475257,57229.229235,57223.670170,
57234.659022,57231.039164,57226.112137,
57236.965224,57233.014517,57228.523934,
57233.309905,57233.112980,57229.587483,
57231.240000,57232.488653,57229.954709,
57231.240000,57232.072436,57230.240330,
57231.460568,57231.868480,57230.511494,
57229.302805,57231.013255,57230.242896,
57236.468107,57232.831539,57231.626276,
57236.468107,57234.043728,57232.702239,
57239.773986,57235.953814,57234.273738,
57241.362075,57237.756568,57235.848924,
57249.978955,57241.830697,57238.988931,
57249.978955,57244.546783,57241.431158,
57255.861598,57248.318388,57244.637923,
57263.528251,57253.388342,57248.835773,
57262.191741,57256.322809,57251.803766,
57261.580823,57258.075480,57253.976446,
57261.580823,57259.243928,57255.666307,
57271.107428,57263.198428,57259.097667,
57275.509250,57267.302035,57262.744686,
57275.723642,57270.109237,57265.628898,
57276.818379,57272.345618,57268.115450,
57276.818379,57273.836538,57270.049434,
57276.599089,57274.757389,57271.504913,
57266.605878,57272.040219,57270.416238,
57258.578409,57267.552949,57267.785610,
57258.578409,57264.561435,57265.739565,
57259.520721,57262.881197,57264.357600,
57251.762262,57259.174885,57261.558636,
57249.584291,57255.978021,57258.897670,
57242.974252,57251.643431,57255.359133,
57240.733178,57248.006680,57252.108921,
57238.275710,57244.763023,57249.034874,
57238.275710,57242.600586,57246.643949,
57235.427642,57240.209604,57244.151436,
57229.687726,57236.702311,57240.937278,
57227.546323,57233.650315,57237.961510,
57241.709076,57236.336569,57238.794303,
57241.709076,57238.127404,57239.442030,
57242.050630,57239.435146,57240.021719,
57242.041604,57240.303966,57240.470582,
57243.254998,57241.287643,57241.089341,
57240.722020,57241.099102,57241.007714,
57239.415529,57240.537911,57240.653895,
57239.415529,57240.163784,57240.378703,
57241.119506,57240.482358,57240.543326,
57244.146675,57241.703797,57241.344070,
57244.721263,57242.709619,57242.094557,
57239.226516,57241.548585,57241.457215,
57239.226516,57240.774562,57240.961504,
57236.822660,57239.457261,57240.041761,
57241.134579,57240.016367,57240.284609,
57238.327166,57239.453300,57239.849622,
57224.327128,57234.411243,57236.400179,
57224.327128,57231.049871,57233.717279,
57224.327128,57228.808957,57231.630578,
