63347.250000,63340.000000,63311.000000,
63345.250000,63340.000000,63311.000000,
63344.140000,63340.000000,63311.000000,
63342.530000,63340.000000,63311.000000,
63324.680000,63340.000000,63311.000000,
63297.120000,63325.706667,63311.000000,
63253.350000,63301.587778,63311.000000,
63241.000000,63281.391852,63311.000000,
63207.950000,63256.911235,63288.100000,
63176.620000,63230.147490,63263.326667,
63145.760000,63202.018326,63237.200741,
63154.210000,63186.082218,63218.758354,
63130.730000,63167.631478,63199.196497,
63133.390000,63156.217652,63184.572831,
63160.230000,63157.555102,63179.163313,
63143.500000,63152.870068,63171.238133,
63171.450000,63159.063378,63171.285214,
63129.430000,63149.185586,63161.984056,
63092.540000,63130.303724,63146.552043,
63058.340000,63106.315816,63126.949367,
63033.020000,63081.883877,63106.076174,
63027.940000,63063.902585,63088.712580,
62950.000000,63025.935057,63057.887562,
62932.750000,62994.873371,63030.079215,
62972.710000,62987.485581,63017.330501,
62998.720000,62991.230387,63013.194834,
63031.380000,63004.613591,63017.235982,
62995.810000,63001.679061,63012.474653,
63016.410000,63006.589374,63013.349174,
62990.300000,63001.159583,63008.227135,
63011.610000,63004.643055,63008.978883,
63035.490000,63014.925370,63014.870242,
63059.350000,63029.733580,63024.754633,
63058.680000,63039.382387,63032.293603,
63091.540000,63056.768258,63045.459469,
63088.680000,63067.405505,63055.064032,
63012.050000,63048.953670,63045.505358,
63086.250000,63061.385780,63054.559723,
63033.730000,63052.167187,63049.930896,
63039.920000,63048.084791,63047.706252,
63133.830000,63076.666527,63066.844863,
63116.190000,63089.841018,63077.810449,
63168.930000,63116.204012,63098.059238,
63077.680000,63103.362675,63093.530518,
63053.140000,63086.621783,63084.554848,
63078.920000,63084.054522,63083.302659,
63085.790000,63084.633015,63083.855402,
63073.090000,63080.785343,63081.463090,
63086.500000,63082.690229,63082.582403,
63117.580000,63094.320153,63090.359647,
63103.310000,63097.316768,63093.237503,
63187.710000,63127.447846,63114.231391,
63236.870000,63163.921897,63141.484416,
63297.740000,63208.527931,63176.207879,
63293.930000,63236.995288,63202.368350,
63360.140000,63278.043525,63237.428717,
63402.450000,63319.512350,63274.100113,
63413.400000,63350.808233,63305.055643,
63492.270000,63397.962156,63346.658834,
63549.480000,63448.468104,63391.730204,
63434.140000,63443.692069,63401.154603,
63452.060000,63446.481379,63412.466914,
63421.990000,63438.317586,63414.583155,
63398.000000,63424.878391,63410.898009,
63400.400000,63416.718927,63408.565118,
63403.790000,63412.409285,63407.503981,
63440.690000,63421.836190,63414.878652,
63448.790000,63430.820793,63422.414507,
63414.360000,63425.333862,63420.624617,
63345.000000,63398.555908,63403.819146,
63323.000000,63373.370605,63385.859336,
63277.010000,63341.250404,63361.670595,
63283.530000,63322.010269,63344.306018,
63312.900000,63318.973513,63337.326903,
63413.520000,63350.489008,63354.258702,
63325.000000,63341.992672,63347.756768,
63350.140000,63344.708448,63348.286375,
63310.980000,63333.465632,63339.996070,
63308.610000,63325.180421,63333.021388,
63277.030000,63309.130281,63320.578857,
63286.480000,63301.580187,63313.001333,
63271.560000,63291.573458,63303.792148,
63292.250000,63291.798972,63301.227226,
63283.790000,63289.129315,63297.352287,
63271.530000,63283.262877,63291.614001,
63308.610000,63291.711918,63295.390890,
63301.800000,63295.074612,63296.815136,
63210.890000,63267.013075,63277.720662,
63233.310000,63255.778716,63267.851626,
63229.790000,63247.115811,63259.393487,
63218.790000,63237.673874,63250.370490,
63248.850000,63241.399249,63250.032603,
63248.850000,63243.882833,63249.769802,
63215.560000,63234.441889,63242.167624,
63236.360000,63235.081259,63240.877041,
63241.430000,63237.197506,63240.999921,
63283.520000,63252.638337,63250.448827,
63277.000000,63260.758892,63256.349088,
63291.400000,63270.972594,63264.138179,
63285.630000,63275.858396,63268.914140,
63256.100000,63269.272264,63266.066553,
63260.970000,63266.504843,63264.933986,
63250.960000,63261.323229,63261.828656,
63240.330000,63254.325486,63257.051177,
63206.670000,63238.440324,63245.855360,
63203.000000,63226.626883,63236.331946,
63112.580000,63188.611255,63208.831514,
63105.160000,63160.794170,63185.793400,
63145.580000,63155.722780,63176.857089,
63113.010000,63141.485187,63162.668847,
63137.200000,63140.056791,63157.009103,
63129.720000,63136.611194,63150.944858,
63177.660000,63150.294129,63156.881556,
63185.710000,63162.099420,63163.287877,
63177.670000,63167.289613,63166.483904,
63204.770000,63179.783075,63174.991926,
63195.220000,63184.928717,63179.487053,
63209.800000,63193.219145,63186.223264,
63178.440000,63188.292763,63184.493649,
63202.050000,63192.878509,63188.395061,
63143.880000,63176.545672,63178.502825,
63126.850000,63159.980448,63167.024419,
63034.830000,63118.263632,63137.647882,
63056.870000,63097.799088,63119.697241,
63066.940000,63087.512725,63107.973410,
63009.310000,63061.445150,63086.048208,
62874.420000,62999.103434,63039.019717,
62880.360000,62959.522289,63003.762002,
62879.870000,62932.971526,62976.230446,
62891.560000,62919.167684,62957.414791,
62910.640000,62916.325123,62947.020393,
62891.050000,62907.900082,62934.582528,
62908.920000,62908.240055,62928.879744,
62916.820000,62911.100036,62926.199801,
62916.820000,62913.006691,62924.115401,
62940.210000,62922.074461,62927.691978,
62931.800000,62925.316307,62928.604872,
62956.800000,62935.810871,62934.870456,
62958.730000,62943.450581,62940.172577,
62983.700000,62956.867054,62949.845338,
62981.820000,62965.184703,62956.950818,
62983.700000,62971.356468,62962.895081,
62973.620000,62972.110979,62965.278396,
62992.570000,62978.930653,62971.343197,
63011.470000,62989.777102,62980.260264,
62971.040000,62983.531401,62978.211317,
63006.310000,62991.124267,62984.455469,
63006.320000,62996.189512,62989.314253,
63018.590000,63003.656341,62995.819975,
63006.040000,63004.450894,62998.091092,
63016.760000,63008.553929,63002.239738,
63011.990000,63009.699286,63004.406463,
63022.180000,63013.859524,63008.356138,
63045.970000,63024.563016,63016.714774,
63031.320000,63026.815344,63019.960380,
63047.130000,63033.586896,63025.998073,
63031.220000,63032.797931,63027.158501,
63038.080000,63034.558620,63029.585501,
63038.080000,63035.732414,63031.473167,
63067.900000,63046.454942,63039.568019,
63084.630000,63059.179962,63049.581793,
63064.980000,63061.113308,63053.003616,
63126.720000,63082.982205,63069.385035,
63115.970000,63093.978137,63079.737249,
63130.500000,63106.152091,63091.017861,
63127.390000,63113.231394,63099.100558,
63152.060000,63126.174263,63110.869323,
